game,numPlayers,ai,run,move,player,choices,choice,time
Goofspiel,2,PR,20,24,2,2,1,0
Goofspiel,2,PR,20,25,1,1,1,0
Goofspiel,2,PR,20,26,2,1,1,0
Goofspiel,2,PR,21,1,1,13,2,4189
Goofspiel,2,PR,21,2,2,13,13,0
Goofspiel,2,PR,21,3,1,12,11,3319
Goofspiel,2,PR,21,4,2,12,3,0
Goofspiel,2,PR,21,5,1,11,9,2648
Goofspiel,2,PR,21,6,2,11,7,0
Goofspiel,2,PR,21,7,1,10,1,1965
Goofspiel,2,PR,21,8,2,10,2,0
Goofspiel,2,PR,21,9,1,9,9,1504
Goofspiel,2,PR,21,10,2,9,3,0
Goofspiel,2,PR,21,11,1,8,8,1122
Goofspiel,2,PR,21,12,2,8,8,0
Goofspiel,2,PR,21,13,1,7,1,823
Goofspiel,2,PR,21,14,2,7,3,0
Goofspiel,2,PR,21,15,1,6,6,549
Goofspiel,2,PR,21,16,2,6,5,0
Goofspiel,2,PR,21,17,1,5,5,395
Goofspiel,2,PR,21,18,2,5,1,0
Goofspiel,2,PR,21,19,1,4,1,249
Goofspiel,2,PR,21,20,2,4,1,0
Goofspiel,2,PR,21,21,1,3,1,143
Goofspiel,2,PR,21,22,2,3,1,0
Goofspiel,2,PR,21,23,1,2,1,93
Goofspiel,2,PR,21,24,2,2,2,0
Goofspiel,2,PR,21,25,1,1,1,0
Goofspiel,2,PR,21,26,2,1,1,0
Goofspiel,2,PR,22,1,1,13,11,3981
Goofspiel,2,PR,22,2,2,13,6,0
Goofspiel,2,PR,22,3,1,12,1,3238
Goofspiel,2,PR,22,4,2,12,3,0
Goofspiel,2,PR,22,5,1,11,11,2614
Goofspiel,2,PR,22,6,2,11,2,0
Goofspiel,2,PR,22,7,1,10,10,2032
Goofspiel,2,PR,22,8,2,10,9,0
Goofspiel,2,PR,22,9,1,9,9,1489
Goofspiel,2,PR,22,10,2,9,5,0
Goofspiel,2,PR,22,11,1,8,2,1109
Goofspiel,2,PR,22,12,2,8,7,0
Goofspiel,2,PR,22,13,1,7,4,806
Goofspiel,2,PR,22,14,2,7,2,0
Goofspiel,2,PR,22,15,1,6,2,579
Goofspiel,2,PR,22,16,2,6,2,0
Goofspiel,2,PR,22,17,1,5,5,384
Goofspiel,2,PR,22,18,2,5,2,0
Goofspiel,2,PR,22,19,1,4,3,245
Goofspiel,2,PR,22,20,2,4,4,0
Goofspiel,2,PR,22,21,1,3,1,157
Goofspiel,2,PR,22,22,2,3,2,0
Goofspiel,2,PR,22,23,1,2,2,80
Goofspiel,2,PR,22,24,2,2,2,0
Goofspiel,2,PR,22,25,1,1,1,0
